pid,year,month,MC1000_lat,MC1000_lon,MC1000_mpw,MC1000,det_lat,det_lon,det_mpw,deterministic,stoch20days_lat,stoch20days_lon,stoch20days_mpw,stoch20days
9842,2010,4,,,,none,29.4234,-83.31849,0.5371,none,29.40805,-83.30839,0.5373,none
9843,2010,4,29.74637,-83.55781,0.5308,none,29.46539,-83.3433,0.5386,none,29.49974,-83.40061,0.5371,none
9844,2010,4,29.82075,-83.58327,0.5185,none,29.43029,-83.30406,0.5386,none,29.45984,-83.33795,0.5372,none
9845,2010,4,29.75989,-83.55789,0.5204,none,29.37213,-83.28646,0.5371,none,29.34304,-83.23812,0.5383,none
9846,2010,4,26.66428,-80.047,0.4777,Palm Beach (South End),29.4197,-83.30968,0.5374,none,29.4101,-83.30837,0.5375,none
9847,2010,4,29.91549,-83.65177,0.5196,none,29.40695,-83.30727,0.5383,none,29.4411,-83.35802,0.5372,none
9848,2010,4,29.86216,-83.6218,0.5185,none,29.43858,-83.33078,0.5371,none,29.40685,-83.29564,0.5386,none
9849,2010,4,29.91184,-83.66238,0.5197,none,29.48011,-83.34973,0.5371,none,29.44403,-83.30464,0.5386,none
9850,2010,4,29.54151,-83.39085,0.5308,none,29.30326,-83.19849,0.5386,none,29.34837,-83.25476,0.5377,none
9851,2010,4,29.89231,-83.63357,0.519,none,29.49104,-83.39388,0.5371,none,29.4893,-83.39326,0.5373,none
9852,2010,4,29.85718,-83.61624,0.5185,none,29.45011,-83.35662,0.5371,none,29.44481,-83.34674,0.5369,none
9853,2010,4,29.49173,-83.3607,0.5377,none,29.47305,-83.32951,0.5383,none,29.49271,-83.39029,0.5375,none
9854,2010,4,27.06012,-80.15881,0.4043,none,29.41797,-83.26414,0.5377,none,29.40711,-83.25682,0.5382,none
9855,2010,4,24.56817,-81.757,0.4629,Smathers Beach (Key West),29.44105,-83.34319,0.5362,none,29.45011,-83.35002,0.5374,none
9856,2010,4,29.90705,-83.65271,0.5196,none,29.48802,-83.37833,0.5371,none,29.48107,-83.36741,0.537,none
9857,2010,4,29.26198,-81.03716,0.4075,Volusia County Beaches (North),29.25826,-81.03787,0.408,Volusia County Beaches (North),29.26267,-81.03773,0.4073,Volusia County Beaches (North)
9858,2010,4,28.68952,-80.79322,0.4059,none,28.68648,-80.77029,0.4075,none,28.68957,-80.79515,0.4061,none
9859,2010,4,28.59694,-80.64471,0.4072,none,28.59609,-80.62838,0.4084,none,28.59345,-80.64566,0.4074,none
9860,2010,4,29.69031,-81.25859,0.4072,none,29.70461,-81.25965,0.4073,none,29.69422,-81.26064,0.4072,none
9861,2010,4,29.2383,-81.03757,1.0514,none,29.23886,-81.03087,1.0534,Volusia County Beaches (North),29.23723,-81.03988,1.0514,none
9862,2010,4,29.39887,-81.10623,1.0526,North Peninsula State Park,29.4078,-81.11362,1.0505,none,29.40295,-81.10968,1.0522,North Peninsula State Park
9863,2010,4,29.08376,-80.95279,1.0523,none,29.08065,-80.95826,1.0529,none,29.08198,-80.95612,1.052,none
9864,2010,4,29.64769,-81.22112,1.0523,Marineland Beach,29.66411,-81.24574,1.05,none,29.65231,-81.21615,1.0524,Marineland Beach
9870,2010,4,29.95457,-85.46728,0.8958,Tyndall Air Force Base,29.9544,-85.46676,0.8956,Tyndall Air Force Base,29.96027,-85.49585,0.8939,Tyndall Air Force Base
9871,2010,4,29.86428,-85.39052,0.8903,St. Joseph Peninsula State Park,29.85874,-85.42963,0.8956,St. Joseph Peninsula State Park,29.94909,-85.4921,0.8922,Tyndall Air Force Base
9872,2010,4,29.95633,-85.46482,0.8951,Tyndall Air Force Base,29.87958,-85.39272,0.8902,St. Joseph Peninsula State Park,29.94501,-85.45294,0.8951,Tyndall Air Force Base
9873,2010,4,29.988,-85.50072,0.8949,Tyndall Air Force Base,29.96304,-85.48022,0.8956,Tyndall Air Force Base,29.98829,-85.50604,0.8943,Tyndall Air Force Base
9875,2010,4,29.68889,-81.26573,0.6242,none,29.69194,-81.26836,0.6242,none,29.68963,-81.26815,0.624,none
9877,2010,4,29.06115,-80.95303,0.624,none,29.05853,-80.95385,0.6249,none,29.06133,-80.95409,0.6243,none
9887,2010,4,28.9366,-80.8608,0.9395,none,28.9137,-80.86823,0.9407,none,28.94333,-80.86804,0.9383,none
9900,2010,4,29.22001,-81.03715,0.3413,none,29.22673,-81.02708,0.3422,none,29.22049,-81.03844,0.3409,none
9902,2010,4,29.06888,-80.95777,0.3416,none,29.06572,-80.95976,0.342,none,29.06898,-80.95807,0.3415,none
9903,2010,4,29.69018,-81.26307,0.3412,none,29.67969,-81.26945,0.3411,none,29.69151,-81.26451,0.341,none
9904,2010,4,29.66322,-81.25925,0.3415,none,29.68043,-81.2541,0.3415,none,29.66363,-81.26189,0.3414,none
9905,2010,4,29.28371,-81.04535,0.342,Volusia County Beaches (North),29.28123,-81.05141,0.342,Volusia County Beaches (North),29.2708,-81.04171,0.3407,Volusia County Beaches (North)
9907,2010,4,29.69293,-81.25882,0.3416,none,29.68991,-81.26739,0.3415,none,29.68986,-81.26488,0.3415,none
9908,2010,4,28.94575,-80.87858,0.3413,none,28.93938,-80.87834,0.3418,none,28.94765,-80.87893,0.341,none
9909,2010,4,29.71045,-81.26361,0.3415,none,29.71491,-81.26699,0.3416,none,29.71187,-81.26524,0.3413,none
9910,2010,4,29.65579,-81.23656,0.3414,none,29.67513,-81.25107,0.3407,none,29.66139,-81.23996,0.3413,none
9911,2010,4,29.08695,-80.95918,0.3414,none,29.08423,-80.95721,0.342,none,29.08765,-80.96364,0.3413,none
9914,2010,4,29.36118,-81.10854,0.342,none,29.37914,-81.11385,0.3415,none,29.39009,-81.1168,0.3404,none
9917,2010,4,29.96677,-85.49239,0.2046,Tyndall Air Force Base,29.89483,-85.40216,0.2035,none,29.93569,-85.4543,0.2043,none
9918,2010,4,29.96698,-85.46405,0.2046,Tyndall Air Force Base,29.93103,-85.43214,0.2035,none,29.95323,-85.45444,0.2045,Tyndall Air Force Base
9919,2010,4,29.96359,-85.48981,0.2046,Tyndall Air Force Base,29.92537,-85.43519,0.2035,none,29.99608,-85.54327,0.2042,Tyndall Air Force Base
9920,2010,4,29.96244,-85.49593,0.2046,Tyndall Air Force Base,29.96107,-85.49335,0.2047,Tyndall Air Force Base,29.99252,-85.54457,0.2041,Tyndall Air Force Base
9923,2010,4,,,,none,,,,none,29.99521,-81.28469,1.1806,none
9924,2010,4,29.00818,-80.90591,1.1855,none,29.00701,-80.91395,1.185,none,29.01267,-80.94857,1.1813,none
9927,2010,4,29.27926,-81.03251,0.7324,Volusia County Beaches (North),29.27382,-81.03439,0.7335,Volusia County Beaches (North),29.28009,-81.03136,0.7315,Volusia County Beaches (North)
9929,2010,4,28.94388,-80.86122,0.7335,none,28.96359,-80.87785,0.7319,none,28.9464,-80.86726,0.7332,none
9932,2010,4,30.24842,-85.916,0.9454,Panama City Beach,29.83872,-85.36385,0.9822,none,29.91203,-85.45289,0.9888,none
9933,2010,4,30.20605,-85.8573,0.9503,Panama City Beach,29.89385,-85.39241,0.9881,St. Joseph Peninsula State Park,29.9008,-85.40235,0.9875,none
9934,2010,4,30.00881,-85.51501,0.9889,Tyndall Air Force Base,30.04683,-85.75566,0.9979,none,29.99755,-85.54298,0.9898,Tyndall Air Force Base
9935,2010,4,29.98818,-85.49442,0.9882,none,29.9736,-85.47631,0.9881,Tyndall Air Force Base,29.98928,-85.49839,0.9871,none
9936,2010,4,29.51889,-81.18987,0.3684,none,29.51817,-81.1904,0.3687,none,29.51993,-81.19,0.3683,none
9937,2010,4,29.50145,-81.19137,0.368,none,29.50051,-81.1932,0.3683,none,29.50126,-81.19336,0.368,none
9938,2010,4,29.15381,-80.98466,0.3682,Volusia County Beaches (South),29.13318,-80.96764,0.3691,Volusia County Beaches (South),29.15805,-80.98554,0.3681,Volusia County Beaches (South)
9939,2010,4,29.21157,-81.03949,0.3682,none,29.20721,-81.03889,0.3687,none,29.21105,-81.04036,0.3682,none
9942,2010,4,29.19646,-81.03622,0.2351,none,29.20096,-81.03674,0.2355,none,29.19523,-81.037,0.235,none
9943,2010,4,29.73509,-81.28603,0.2339,none,29.72994,-81.27517,0.2352,none,29.71946,-81.28283,0.2346,none
9944,2010,4,29.76027,-81.26617,0.2352,Fort Matanzas (North),29.77446,-81.27177,0.2351,Saint Augustine Beach,29.8048,-81.25881,0.2341,Saint Augustine Beach
9946,2010,4,30.01024,-85.53092,0.5453,Tyndall Air Force Base,30.10012,-85.77307,0.5505,none,30.00487,-85.59537,0.5463,none
9947,2010,4,30.19192,-85.80192,0.5452,Panama City Beach,30.20125,-85.79908,0.5457,none,30.19122,-85.80253,0.5453,Panama City Beach
9948,2010,4,30.08437,-85.6823,0.545,Tyndall Air Force Base,30.24795,-85.97969,0.5505,Panama City Beach,30.24744,-85.9829,0.5504,Panama City Beach
9949,2010,4,30.31169,-86.0568,0.5234,none,30.04155,-85.70983,0.5505,none,30.03939,-85.71395,0.5502,none
9950,2010,4,30.29721,-86.04589,0.1613,East (Walton) County Beaches,30.25633,-86.02102,0.1692,none,30.06315,-85.68499,0.1681,none
9951,2010,4,30.13787,-85.73968,0.1676,Saint Andrews State Park,30.31126,-86.15902,0.1692,Grayton Beach State Park,30.29915,-86.15076,0.1692,none
9952,2010,4,30.16407,-85.75658,0.1673,Panama City Beach,30.1702,-85.77815,0.168,Panama City Beach,30.16328,-85.78742,0.1681,Panama City Beach
9953,2010,4,30.15211,-85.77278,0.1677,Panama City Beach,30.15476,-85.78857,0.1681,Panama City Beach,30.24904,-86.01558,0.169,none
9954,2010,4,29.20519,-81.03454,0.2758,none,29.19767,-81.02242,0.2765,none,29.20828,-81.03561,0.2757,none
9955,2010,4,28.99368,-80.90039,0.2766,none,29.00609,-80.93327,0.2757,none,29.00755,-80.93325,0.2757,none
9956,2010,4,28.20026,-80.63711,0.2747,none,28.19447,-80.63284,0.2765,none,28.19602,-80.6352,0.2759,none
9957,2010,4,27.94113,-80.54932,0.2759,none,27.94302,-80.55659,0.276,none,27.94258,-80.5527,0.2758,none
9958,2010,4,30.19925,-85.802,0.5101,none,30.19287,-85.81815,0.5111,Panama City Beach,30.20198,-85.79942,0.5101,none
9959,2010,4,30.30114,-86.05358,0.4902,East (Walton) County Beaches,30.21881,-85.91967,0.5145,Panama City Beach,30.21143,-85.89187,0.514,Panama City Beach
9960,2010,4,30.29049,-86.0388,0.4906,East (Walton) County Beaches,29.99447,-85.66592,0.5125,none,30.18923,-85.85755,0.5144,Panama City Beach
9961,2010,4,30.19629,-85.80791,0.5102,Panama City Beach,30.18839,-85.81281,0.5111,Panama City Beach,30.19916,-85.80617,0.5101,none
9962,2010,4,30.16611,-85.78558,0.5103,Panama City Beach,30.16798,-85.78259,0.5108,Panama City Beach,30.26166,-86.01196,0.5137,East (Walton) County Beaches
9963,2010,4,30.28813,-86.03717,0.5136,East (Walton) County Beaches,30.215,-85.83508,0.5108,none,30.28643,-86.04033,0.5145,East (Walton) County Beaches
9964,2010,4,30.29811,-86.05672,0.4904,East (Walton) County Beaches,30.21837,-85.8941,0.5145,Panama City Beach,30.10225,-85.73534,0.5106,Saint Andrews State Park
9965,2010,4,30.2914,-86.00669,0.4896,East (Walton) County Beaches,30.07641,-85.71387,0.5111,none,30.08586,-85.70029,0.5099,Saint Andrews State Park
9966,2010,4,30.19295,-85.81324,0.5098,Panama City Beach,30.32239,-86.14365,0.5145,Middle (Walton) County Beaches,30.3164,-86.13841,0.5141,Middle (Walton) County Beaches
9967,2010,4,30.28286,-86.01626,0.4904,East (Walton) County Beaches,30.18613,-85.86265,0.5145,none,30.1567,-85.85387,0.5137,none
9968,2010,4,30.31117,-86.10892,0.4906,Middle (Walton) County Beaches,30.18917,-85.85449,0.5145,Panama City Beach,30.18906,-85.85948,0.5147,Panama City Beach
9969,2010,4,30.27833,-86.02231,0.5108,East (Walton) County Beaches,30.27904,-86.02318,0.5145,East (Walton) County Beaches,30.14042,-85.76802,0.5101,Panama City Beach
9970,2010,4,30.18482,-85.79168,0.51,Panama City Beach,30.22239,-85.93311,0.5148,none,30.21753,-85.90404,0.5137,Panama City Beach
9971,2010,4,30.26531,-85.99627,0.4906,Camp Helen State Park,30.2504,-85.98169,0.5148,Panama City Beach,30.24468,-85.98115,0.5146,Panama City Beach
9972,2010,4,30.20066,-85.8086,0.5101,none,30.25537,-85.9671,0.5145,Panama City Beach,30.24432,-85.96124,0.5141,Panama City Beach
9973,2010,4,30.28725,-86.04031,0.5136,East (Walton) County Beaches,30.28889,-86.04239,0.5145,East (Walton) County Beaches,30.28682,-86.04173,0.5145,East (Walton) County Beaches
9974,2010,4,27.84043,-80.50319,0.894,none,27.8682,-80.54269,0.8917,none,27.86374,-80.54176,0.891,none
9975,2010,4,27.61997,-80.38472,0.8925,none,27.62159,-80.38896,0.8922,none,27.63816,-80.38461,0.89,none
9976,2010,4,27.59395,-80.3614,0.8931,none,27.62822,-80.30744,0.8961,none,27.59295,-80.35925,0.8935,none
9977,2010,4,28.16099,-80.63936,0.8907,none,28.16206,-80.62714,0.8932,none,28.16084,-80.63823,0.891,none
9982,2010,4,30.28447,-86.01238,0.4717,East (Walton) County Beaches,30.23117,-85.85529,0.4696,none,30.2879,-86.03849,0.4729,East (Walton) County Beaches
9983,2010,4,30.18378,-85.76863,0.4682,none,30.11433,-85.83358,0.4712,none,30.30199,-86.14818,0.4734,none
9984,2010,4,30.24159,-85.89818,0.4684,Panama City Beach,30.23389,-85.89463,0.4699,Panama City Beach,30.29748,-86.0559,0.4725,East (Walton) County Beaches
9985,2010,4,30.23508,-85.85308,0.4686,none,30.28391,-86.02565,0.4722,East (Walton) County Beaches,30.29005,-86.0515,0.4728,East (Walton) County Beaches
9986,2010,4,27.60342,-80.36981,0.9356,none,27.59025,-80.37747,0.9364,none,27.60401,-80.36421,0.9358,none
9987,2010,4,27.93733,-80.5446,0.9345,none,27.94066,-80.54911,0.9348,none,27.93931,-80.54479,0.9339,none
9988,2010,4,27.84246,-80.50643,0.9366,none,27.87799,-80.35004,0.9394,none,27.84357,-80.5122,0.9364,none
9989,2010,4,27.89386,-80.54759,0.9335,none,27.89507,-80.54578,0.9348,none,27.8935,-80.55049,0.9335,none
9994,2010,4,30.29996,-86.03065,0.1477,East (Walton) County Beaches,30.30249,-86.02615,0.1479,none,30.29806,-86.03777,0.148,East (Walton) County Beaches
9995,2010,4,30.20362,-85.80562,0.1466,none,30.23817,-85.93845,0.148,Panama City Beach,30.23154,-85.9345,0.1479,Panama City Beach
9996,2010,4,30.29172,-86.01504,0.1479,East (Walton) County Beaches,30.20403,-85.90234,0.1474,none,30.2876,-86.01208,0.1479,East (Walton) County Beaches
9997,2010,4,30.1091,-85.70873,0.1461,Saint Andrews State Park,30.25957,-85.97676,0.148,Panama City Beach,30.24494,-85.9827,0.1481,Panama City Beach
9998,2010,4,27.93795,-80.55751,0.3483,none,27.94242,-80.5559,0.349,none,27.93781,-80.56034,0.3485,none
9999,2010,4,30.15917,-85.77146,0.3875,Panama City Beach,30.22873,-85.93584,0.3904,Panama City Beach,30.14832,-85.79445,0.3883,Panama City Beach
10016,2010,4,30.11461,-85.71614,0.822,Saint Andrews State Park,30.21519,-85.88152,0.8323,Panama City Beach,30.21256,-85.88935,0.8329,Panama City Beach
10017,2010,4,30.19293,-85.79663,0.8253,none,30.22414,-85.89981,0.8323,Panama City Beach,30.19636,-85.79565,0.8253,none
10018,2010,4,30.27912,-85.99764,0.8283,East (Walton) County Beaches,30.27715,-85.99363,0.8328,Camp Helen State Park,30.25577,-86.00164,0.8316,East (Walton) County Beaches
10019,2010,4,30.282,-86.00642,0.8064,East (Walton) County Beaches,30.2755,-86.00706,0.8323,East (Walton) County Beaches,30.25512,-86.0048,0.8315,East (Walton) County Beaches
10020,2010,4,30.10867,-85.70711,0.8244,Saint Andrews State Park,30.05236,-85.74278,0.8292,none,30.20792,-85.90394,0.8325,none
10021,2010,4,30.20121,-85.80148,0.825,none,30.23794,-85.94299,0.8328,Panama City Beach,30.23598,-85.94065,0.8322,Panama City Beach
10022,2010,4,30.00762,-85.54751,0.8253,Tyndall Air Force Base,30.1725,-85.8392,0.8323,none,30.00689,-85.59887,0.8264,none
10023,2010,4,30.19357,-85.80235,0.8248,Panama City Beach,30.22001,-85.9125,0.8328,Panama City Beach,30.2206,-85.89286,0.832,Panama City Beach
10024,2010,4,30.19554,-85.80897,0.8254,Panama City Beach,30.2277,-85.93156,0.8328,Panama City Beach,30.22738,-85.90384,0.8315,Panama City Beach
10025,2010,4,30.30416,-86.05473,0.7926,East (Walton) County Beaches,30.18077,-85.83714,0.8328,Panama City Beach,30.18087,-85.84327,0.8325,Panama City Beach
10026,2010,4,30.2956,-86.05193,0.7934,East (Walton) County Beaches,30.18493,-85.8455,0.8328,Panama City Beach,30.18625,-85.83995,0.8322,Panama City Beach
10027,2010,4,30.10119,-85.70717,0.8246,Saint Andrews State Park,30.24801,-85.97852,0.8328,Panama City Beach,30.24259,-85.98531,0.8325,none
10028,2010,4,30.19958,-85.80483,0.8256,none,30.23492,-85.9427,0.8323,Panama City Beach,30.23525,-85.93937,0.832,Panama City Beach
10029,2010,4,30.31416,-86.06066,0.7925,none,30.15103,-85.83372,0.8328,none,30.14365,-85.83671,0.8325,none
10030,2010,4,30.18689,-85.78585,0.8252,none,30.27591,-86.0112,0.8323,East (Walton) County Beaches,30.18699,-85.78385,0.8247,none
10031,2010,4,30.09296,-85.69297,0.8193,Saint Andrews State Park,30.08255,-85.70253,0.8269,Saint Andrews State Park,30.08343,-85.69639,0.8257,Saint Andrews State Park
10032,2010,4,28.46661,-80.58013,0.522,none,28.35866,-80.64197,0.5278,none,28.35681,-80.63937,0.5271,none
10033,2010,4,28.45708,-80.58312,0.5248,none,28.43552,-80.62598,0.5275,none,28.44365,-80.6071,0.526,none
10034,2010,4,28.20336,-80.63833,0.5193,none,28.19754,-80.63759,0.5278,none,28.19945,-80.63869,0.5267,none
10035,2010,4,28.44727,-80.59194,0.5218,none,28.21953,-80.63689,0.5278,none,28.21799,-80.64107,0.5261,none
10036,2010,4,28.27782,-80.66697,0.0811,none,28.36553,-80.63509,0.0845,none,28.38327,-80.64168,0.084,none
10041,2010,4,30.26672,-85.98544,0.9321,Panama City Beach,30.26992,-85.99061,0.9315,Camp Helen State Park,30.2597,-85.99004,0.9314,Panama City Beach
10042,2010,4,30.26267,-85.98833,0.9238,Panama City Beach,30.2626,-85.98132,0.932,Panama City Beach,30.24974,-85.98802,0.9312,Panama City Beach
10043,2010,4,30.14331,-85.73637,0.9235,Saint Andrews State Park,30.21247,-85.91351,0.9315,none,30.20526,-85.89642,0.9308,Panama City Beach
10044,2010,4,30.24976,-85.95072,0.8864,Panama City Beach,30.18918,-85.85401,0.932,Panama City Beach,30.18632,-85.85671,0.9318,Panama City Beach
10046,2010,4,30.00092,-83.84479,0.4537,none,29.69814,-85.07703,0.4723,none,29.69348,-84.91485,0.4706,none
10047,2010,4,30.19569,-85.81517,0.4665,Panama City Beach,30.22839,-85.91651,0.4705,Panama City Beach,30.18923,-85.84785,0.4685,Panama City Beach
10048,2010,4,29.655,-85.10486,0.4716,St. Vincent National Wildlife Refuge,29.65598,-85.09338,0.4705,St. Vincent National Wildlife Refuge,29.65275,-85.09963,0.4708,St. Vincent National Wildlife Refuge
10049,2010,4,29.94111,-85.40004,0.466,Mexico Beach,29.94906,-85.52411,0.4702,none,29.94119,-85.40283,0.4663,Mexico Beach
10050,2010,4,29.64017,-85.10487,0.4751,St. Vincent National Wildlife Refuge,30.11553,-85.79848,0.471,none,30.10637,-85.79977,0.4707,none
10051,2010,4,29.67022,-85.10527,0.4723,none,29.66806,-84.97188,0.4708,none,29.6585,-84.96791,0.4712,none
10052,2010,4,30.0099,-83.849,0.4485,none,29.63529,-85.15186,0.4713,St. Vincent National Wildlife Refuge,29.63529,-85.15963,0.4715,St. Vincent National Wildlife Refuge
10053,2010,4,30.2917,-86.0397,0.449,East (Walton) County Beaches,30.1304,-85.80605,0.4708,none,30.12856,-85.80747,0.4709,none
10054,2010,4,29.63054,-85.10499,0.472,St. Vincent National Wildlife Refuge,29.93284,-83.79898,0.4526,none,29.62961,-85.10014,0.4715,St. Vincent National Wildlife Refuge
10055,2010,4,30.31072,-86.05137,0.4481,none,30.2544,-85.97382,0.4708,Panama City Beach,30.13477,-85.75302,0.467,Panama City Beach
10056,2010,4,30.26335,-85.9578,0.455,Panama City Beach,29.92067,-85.47665,0.4702,none,29.9078,-85.49106,0.4703,none
10057,2010,4,29.64221,-85.11008,0.4751,St. Vincent National Wildlife Refuge,30.19115,-85.84444,0.471,Panama City Beach,30.18517,-85.84669,0.4708,Panama City Beach
10058,2010,4,30.27954,-86.00843,0.4489,East (Walton) County Beaches,29.91092,-85.46828,0.471,none,29.91487,-85.40714,0.4666,none
10059,2010,4,29.95182,-85.44704,0.4663,Mexico Beach,29.92305,-85.44295,0.4677,none,29.99756,-85.65187,0.4709,none
10060,2010,4,29.65618,-85.10239,0.4715,St. Vincent National Wildlife Refuge,29.60646,-85.05523,0.4684,Cape St. George,29.65376,-85.09757,0.4711,St. Vincent National Wildlife Refuge
10061,2010,4,29.99888,-83.81034,0.4483,none,29.72116,-84.71161,0.4708,none,29.72171,-84.71278,0.4705,St. George Island SP
10062,2010,4,28.281,-80.66552,0.3105,none,28.29829,-80.63393,0.3138,none,28.29015,-80.64626,0.3132,none
10063,2010,4,28.3168,-80.63454,0.3134,none,28.31781,-80.63496,0.314,none,28.31541,-80.63711,0.3133,none
10064,2010,4,28.33204,-80.66245,0.3101,none,28.34332,-80.63177,0.314,none,28.33762,-80.643,0.3133,none
10065,2010,4,28.30684,-80.65374,0.3097,none,28.30576,-80.63593,0.3138,none,28.29491,-80.63709,0.3132,none
10066,2010,4,29.66295,-85.10807,0.5541,none,29.67499,-85.10197,0.5538,none,29.67985,-85.09713,0.5528,none
10067,2010,4,29.7802,-85.40714,0.5583,St. Joseph Peninsula State Park,30.18974,-85.85046,0.5532,Panama City Beach,30.18609,-85.84576,0.5529,Panama City Beach
10068,2010,4,30.27873,-86.00619,0.527,East (Walton) County Beaches,30.16256,-85.84058,0.5532,none,30.16035,-85.837,0.553,none
10069,2010,4,29.64584,-85.10633,0.558,St. Vincent National Wildlife Refuge,30.12989,-85.80202,0.5532,none,30.13588,-85.80039,0.5531,none
10070,2010,4,30.25219,-85.95143,0.5261,Panama City Beach,29.63352,-85.27789,0.5577,none,30.18447,-85.84226,0.5529,Panama City Beach
10071,2010,4,30.10843,-85.70634,0.5477,Saint Andrews State Park,30.11489,-85.71234,0.5483,Saint Andrews State Park,30.21154,-85.89446,0.5531,Panama City Beach
10072,2010,4,29.65593,-85.15224,0.5547,St. Vincent National Wildlife Refuge,29.89542,-83.82911,0.5409,none,29.65543,-85.14737,0.5546,St. Vincent National Wildlife Refuge
10073,2010,4,30.25853,-85.95798,0.526,Panama City Beach,29.64618,-85.18922,0.5577,none,29.64737,-85.18575,0.5577,St. Vincent National Wildlife Refuge
10074,2010,4,29.64234,-84.89556,0.5565,St. George Island,29.91825,-83.76262,0.5347,none,29.67222,-84.84221,0.5531,St. George Island
10075,2010,4,29.64645,-85.14761,0.5579,St. Vincent National Wildlife Refuge,30.15483,-85.8252,0.5529,none,30.14589,-85.8357,0.5536,none
10076,2010,4,29.64505,-85.10519,0.558,St. Vincent National Wildlife Refuge,30.17021,-85.82472,0.5532,Panama City Beach,30.15051,-85.81365,0.5525,none
10077,2010,4,29.66749,-85.18963,0.5532,St. Vincent National Wildlife Refuge,29.6591,-85.17493,0.5538,St. Vincent National Wildlife Refuge,29.66722,-85.19556,0.5533,St. Vincent National Wildlife Refuge
10078,2010,4,30.00967,-83.85171,0.5255,none,29.87508,-83.73622,0.5427,none,29.68791,-85.04995,0.5549,none
10079,2010,4,29.66096,-85.14508,0.5537,St. Vincent National Wildlife Refuge,29.66402,-85.12456,0.5538,none,29.66076,-85.142,0.5532,none
10080,2010,4,30.01023,-83.85012,0.5272,none,29.97413,-83.84165,0.5356,none,29.6848,-84.79675,0.5528,St. George Island SP
10081,2010,4,30.30763,-86.06429,0.5261,East (Walton) County Beaches,30.19799,-85.84827,0.5529,Panama City Beach,30.19058,-85.847,0.5528,Panama City Beach
10082,2010,4,28.40274,-80.60018,0.4568,Jetty Park,28.38479,-80.63428,0.4556,none,28.40278,-80.60602,0.4565,Jetty Park
10083,2010,4,28.33484,-80.66277,0.4462,none,28.37409,-80.61411,0.4566,Jetty Park,28.3554,-80.64138,0.4552,none
10084,2010,4,28.35573,-80.61247,0.4535,Cocoa Beach,28.39008,-80.63966,0.4559,none,28.38254,-80.64071,0.4552,none
10085,2010,4,28.35308,-80.61051,0.4562,Cocoa Beach,28.32955,-80.63793,0.4554,none,28.33417,-80.63908,0.4548,none
10086,2010,4,30.33377,-86.15048,0.4463,Grayton Beach State Park,30.3341,-86.13918,0.4458,Middle (Walton) County Beaches,30.33298,-86.14478,0.4461,Grayton Beach State Park
10087,2010,4,30.11342,-85.71509,0.4416,Saint Andrews State Park,30.11908,-85.71033,0.4419,Saint Andrews State Park,30.20585,-85.89081,0.4458,Panama City Beach
10088,2010,4,30.1928,-85.78579,0.4415,none,30.26879,-86.00266,0.4456,East (Walton) County Beaches,30.2604,-86.00366,0.4455,East (Walton) County Beaches
10089,2010,4,30.18538,-85.8016,0.442,Panama City Beach,30.28074,-86.00397,0.4458,East (Walton) County Beaches,30.25374,-86.00786,0.4449,none
10090,2010,4,28.40688,-80.60648,0.4099,Jetty Park,28.40234,-80.63609,0.4088,none,28.40037,-80.63524,0.408,none
10091,2010,4,28.40499,-80.60991,0.4092,Jetty Park,28.42157,-80.61051,0.4097,none,28.40969,-80.61297,0.4098,none
10092,2010,4,28.40908,-80.61268,0.4099,none,28.41501,-80.61351,0.4097,none,28.40798,-80.64196,0.4084,none
10093,2010,4,28.39489,-80.66586,0.4059,none,28.41299,-80.6021,0.4097,Jetty Park,28.38501,-80.64319,0.4082,none
10098,2010,4,30.00961,-83.84284,1.3496,none,29.73911,-84.83812,1.422,none,29.81257,-84.63276,1.4164,none
10099,2010,4,30.00229,-83.83478,1.3509,none,29.71897,-84.80991,1.4181,none,29.64933,-84.90302,1.4297,St. George Island
10100,2010,4,30.00738,-83.84287,1.355,none,28.23144,-82.84869,1.4567,Anclote Key State Park,28.23345,-82.85318,1.4564,Anclote Key State Park
10101,2010,4,29.96879,-83.74808,1.3452,none,29.74016,-84.59409,1.4166,none,28.20447,-82.85129,1.4564,Anclote Key State Park
10102,2010,4,29.99663,-83.80031,1.3497,none,29.74979,-84.77499,1.422,none,29.74518,-84.75941,1.4225,none
10103,2010,4,30.011,-83.83554,1.3507,none,29.80251,-84.61904,1.4166,Dog Island,29.65478,-84.81619,1.4308,none
10104,2010,4,30.01552,-83.8584,1.3515,none,29.93064,-83.77976,1.3866,none,29.75603,-84.64466,1.4167,none
10105,2010,4,30.00476,-83.85523,1.3745,none,29.91945,-83.73081,1.395,none,29.93025,-83.7564,1.3894,none
10106,2010,4,30.01229,-83.85127,1.3502,none,29.764,-84.59919,1.4166,none,28.20315,-82.85234,1.4564,Anclote Key State Park
10107,2010,4,30.00157,-83.84642,1.3501,none,29.80173,-84.52666,1.4166,none,29.8017,-84.53831,1.4156,none
10108,2010,4,30.00527,-83.83342,1.3508,none,29.77406,-84.59045,1.4166,none,28.21943,-82.85889,1.4564,Anclote Key State Park
10109,2010,4,30.00085,-83.84193,1.3584,none,29.75831,-83.63034,1.395,none,28.24009,-82.86785,1.4564,none
10110,2010,4,30.00448,-83.8386,1.3488,none,29.78364,-84.56619,1.4173,none,29.78134,-84.5625,1.4171,none
